2026-04-21 20:57:14 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-04-21 20:57:26 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:26 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:26 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-04-21 20:57:27 | INFO | services.rag.vector_store | Loading FAISS vector store...
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] USER: user1
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] QUERY: explain logistic regression
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] ALLOWED SOURCES: ['source_1', 'source_2']
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] RAG TRIGGERED
2026-04-21 20:57:27 | INFO | services.retriever.retriever | Retrieving for query: explain logistic regression
2026-04-21 20:57:27 | INFO | services.retriever.retriever | Allowed sources: ['source_1', 'source_2']
2026-04-21 20:57:27 | INFO | services.retriever.retriever | Retrieved 10 filtered documents
2026-04-21 20:57:27 | INFO | services.retriever.retriever | After filter: 10 documents
2026-04-21 20:57:27 | INFO | services.retriever.retriever | Actual sources in results: ['source_2_video_4', 'source_2_video_4', 'source_2_video_4', 'source_2_video_1', 'source_2_video_1', 'source_2_video_4', 'source_2_video_5', 'source_2_video_4', 'source_2_video_4', 'source_2_video_4']
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOCS RETRIEVED: 5
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOC 0 | Source: source_2 | Preview: If I were in Hawaii I'd be sitting on a beach In the shade of a tree Watching snack quest Hello, I'm
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOC 1 | Source: source_2 | Preview: is and how it works In this video. I want to dive deeper into how logistic regression works Specific
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOC 2 | Source: source_2 | Preview: models are a generalization of the concepts and abilities of regular linear models Which we've alrea
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOC 3 | Source: source_2 | Preview: and logistic regression is how the line is fit to the data With linear regression, we fit the line, 
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] DOC 4 | Source: source_2 | Preview: logistic regression Logistic regression is similar to linear regression except Logistic regression p
2026-04-21 20:57:27 | INFO | chatbot.services.chat_service | [16d6f371] Sending RAG context to LLM (length=2981)
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/README.md "HTTP/1.1 200 OK"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json "HTTP/1.1 200 OK"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-21 20:57:29 | INFO | chatbot.services.chat_service | [16d6f371] RESPONSE GENERATED in 2.18s
2026-04-21 20:57:29 | INFO | chatbot.services.chat_service | [16d6f371] RESPONSE PREVIEW: Logistic regression is a type of statistical model that's used to predict the probability of an event occurring based on one or more predictor variables. Unlike linear regression, which predicts a continuous outcome variable, logistic regression predicts a binary outcome (0 or 1, true or false).

It
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:29 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-04-21 20:57:30 | INFO | services.rag.vector_store | Loading FAISS vector store...
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] USER: user1
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] QUERY: what is saturated models and deviance
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] ALLOWED SOURCES: ['source_1', 'source_2']
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] RAG TRIGGERED
2026-04-21 20:57:30 | INFO | services.retriever.retriever | Retrieving for query: what is saturated models and deviance
2026-04-21 20:57:30 | INFO | services.retriever.retriever | Allowed sources: ['source_1', 'source_2']
2026-04-21 20:57:30 | INFO | services.retriever.retriever | Retrieved 10 filtered documents
2026-04-21 20:57:30 | INFO | services.retriever.retriever | After filter: 10 documents
2026-04-21 20:57:30 | INFO | services.retriever.retriever | Actual sources in results: ['source_2_video_7', 'source_2_video_8', 'source_2_video_7', 'source_2_video_7', 'source_2_video_7', 'source_2_video_8', 'source_2_video_7', 'source_2_video_7', 'source_2_video_7', 'source_2_video_6']
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOCS RETRIEVED: 5
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOC 0 | Source: source_2 | Preview: note the saturated model and deviance statistics are part of generalized linear models and are inten
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOC 1 | Source: source_2 | Preview: if I was a cat I'd be sleeping on the couch but I'm not a cat so I'm watching stat quest stat quest 
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOC 2 | Source: source_2 | Preview: stumbled over something called the saturated model you might have seen it in the context of the log 
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOC 3 | Source: source_2 | Preview: now we just do the math this time we got 0.45 a reasonable value that is between 0 & 1 this deserves
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] DOC 4 | Source: source_2 | Preview: we talked about the saturated model residual deviance and null deviance now let's talk about why you
2026-04-21 20:57:30 | INFO | chatbot.services.chat_service | [dcc4c79b] Sending RAG context to LLM (length=2996)
2026-04-21 20:57:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-21 20:57:31 | INFO | chatbot.services.chat_service | [dcc4c79b] RESPONSE GENERATED in 0.72s
2026-04-21 20:57:31 | INFO | chatbot.services.chat_service | [dcc4c79b] RESPONSE PREVIEW: In the context of generalized linear models, a saturated model and deviance statistics are related concepts. Here's a brief explanation:

1. **Saturated Model**: A saturated model is a model that perfectly fits the data. It is the maximum likelihood model that has the most parameters (one for each o
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-21 20:57:32 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-04-21 20:57:33 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-04-21 20:57:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-21 20:57:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-04-21 20:57:33 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-04-21 20:57:33 | INFO | services.rag.vector_store | Loading FAISS vector store...
2026-04-21 20:57:34 | INFO | chatbot.services.chat_service | [f580c8ed] USER: user1
2026-04-21 20:57:34 | INFO | chatbot.services.chat_service | [f580c8ed] QUERY: find a person with a backpack
2026-04-21 20:57:34 | INFO | chatbot.services.chat_service | [f580c8ed] ALLOWED SOURCES: ['source_1', 'source_2']
2026-04-21 20:57:34 | INFO | chatbot.services.chat_service | [f580c8ed] VIDEO QUERY DETECTED
2026-04-21 20:57:34 | INFO | chatbot.services.chat_service | [f580c8ed] VIDEO RESULTS: 0
2026-04-21 21:03:51 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\retriever\db_service.py changed, reloading.
2026-04-21 21:03:53 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:06:14 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\video\video_service.py changed, reloading.
2026-04-21 21:06:15 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:06:23 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\video\video_service.py changed, reloading.
2026-04-21 21:06:24 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:06:29 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\video\video_service.py changed, reloading.
2026-04-21 21:06:29 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:06:39 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\video\video_service.py changed, reloading.
2026-04-21 21:06:40 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:07:57 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:07:58 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:08:02 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:08:03 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:08:20 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:08:21 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:08:26 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:08:27 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:08:31 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:08:32 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:08:37 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:08:38 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 21:09:11 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\services\llm\groq_client.py changed, reloading.
2026-04-21 21:09:12 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-21 23:09:29 | INFO | django.utils.autoreload | F:\Interviews\Inavan\Machine Task\multi_source_chatbot\config\settings.py changed, reloading.
2026-04-21 23:09:31 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-23 17:49:36 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-04-23 17:50:15 | WARNING | django.request | Not Found: /
2026-04-23 17:50:15 | WARNING | django.request | Not Found: /favicon.ico
2026-04-23 17:50:36 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-04-23 17:50:37 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:37 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json "HTTP/1.1 200 OK"
2026-04-23 17:50:37 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:37 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-04-23 17:50:38 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-04-23 17:50:38 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-04-23 17:50:38 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:38 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-04-23 17:50:38 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:38 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/README.md "HTTP/1.1 200 OK"
2026-04-23 17:50:39 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:39 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json "HTTP/1.1 200 OK"
2026-04-23 17:50:39 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:39 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:39 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-04-23 17:50:40 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:40 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:40 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-04-23 17:50:41 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-23 17:50:41 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-23 17:50:41 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-04-23 17:50:42 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:42 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:42 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:42 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:43 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-04-23 17:50:43 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json "HTTP/1.1 200 OK"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-04-23 17:50:44 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-04-23 17:50:44 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
